field_id,field_name,canonical_csv_name,endpoint,json_path,parent_object,yahoo_type,csv_type,db_type,applies_to,field_category,description,units,enum_group,update_frequency,nullable,presence,stability,evidence_status,evidence_symbols,evidence_market_states,example_value,formula_relationship,related_fields,validation_rule,parser_action,flattening_rule,collision_group,source_url,developer_notes,first_seen_release,last_reviewed_date,status
YF00103,expiration,option_expiration_epoch_s,options,optionChain.result[].options[].calls[].expiration; optionChain.result[].options[].puts[].expiration,calls[]/puts[],unix seconds,DATETIME,BIGINT + TIMESTAMP,Options,Options,Contract expiration timestamp,Unix seconds,,Static,No,Common,Stable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,1703203200,,expirationDate,Convert from Unix seconds,Map,Normalize calls and puts into one option_contracts table,time,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Same concept as options[].expirationDate.,v0.3.0,2026-07-09,draft
YF00104,lastTradeDate,last_trade_date_epoch_s,options,optionChain.result[].options[].calls[].lastTradeDate; optionChain.result[].options[].puts[].lastTradeDate,calls[]/puts[],unix seconds,DATETIME,BIGINT + TIMESTAMP,Options,Options,Last option trade timestamp,Unix seconds,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,1702700000,,lastPrice,Convert from Unix seconds,Map,Normalize calls and puts into one option_contracts table,time,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Can be stale if no recent trade.,v0.3.0,2026-07-09,draft
YF00105,impliedVolatility,implied_volatility_decimal,options,optionChain.result[].options[].calls[].impliedVolatility; optionChain.result[].options[].puts[].impliedVolatility,calls[]/puts[],number,DECIMAL,"DECIMAL(18,10)",Options,Options,Option implied volatility,Decimal fraction,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,0.35,,strike;lastPrice;bid;ask,Must be >= 0 if present,Map,Normalize calls and puts into one option_contracts table,percent,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Decimal fraction; 0.35 means 35%.,v0.3.0,2026-07-09,draft
YF00106,inTheMoney,in_the_money,options,optionChain.result[].options[].calls[].inTheMoney; optionChain.result[].options[].puts[].inTheMoney,calls[]/puts[],boolean,BOOLEAN,BOOLEAN,Options,Options,Whether option is in the money,,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,AAPL;SPY,PREPRE;PRE;REGULAR;POST;POSTPOST;CLOSED,true,,strike;underlying price,Boolean if present,Map,Normalize calls and puts into one option_contracts table,status,https://query1.finance.yahoo.com/v7/finance/options/AAPL,Can be recomputed but store Yahoo value.,v0.3.0,2026-07-09,draft
YF00107,price_regularMarketPrice_raw,price_regular_market_price_raw,quoteSummary,quoteSummary.result[].price.regularMarketPrice.raw,price,number,DECIMAL,"DECIMAL(28,10)",Equity;ETF;Fund,QuoteSummary Price,Raw regular market price from price module,Price/currency units,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,190.54,,quote.regularMarketPrice,Numeric if present,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,price,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Use .raw for numeric value; .fmt for display.,v0.3.0,2026-07-09,draft
YF00108,price_regularMarketPrice_fmt,price_regular_market_price_fmt,quoteSummary,quoteSummary.result[].price.regularMarketPrice.fmt,price,string,TEXT,TEXT,Equity;ETF;Fund,QuoteSummary Display,Formatted regular market price from price module,Display text,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,190.54,,price_regularMarketPrice_raw,Display text only,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,display,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Do not parse .fmt when .raw exists.,v0.3.0,2026-07-09,draft
YF00109,price_marketCap_raw,price_market_cap_raw,quoteSummary,quoteSummary.result[].price.marketCap.raw,price,integer,INTEGER,BIGINT,Equity;ETF;CEF;Crypto,QuoteSummary Price,Raw market capitalization from price module,Currency units,,Daily/intraday,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,2990000000000,,quote.marketCap,Must be >= 0 if present,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fundamental,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Use module path to avoid collision.,v0.3.0,2026-07-09,draft
YF00110,summaryDetail_trailingPE_raw,summary_detail_trailing_pe_raw,quoteSummary,quoteSummary.result[].summaryDetail.trailingPE.raw,summaryDetail,number,DECIMAL,"DECIMAL(18,8)",Equity,Valuation,Trailing PE from summaryDetail module,Ratio,,Daily/infrequent,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,31.2,,quote.trailingPE,Must be >= 0 if present,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,valuation,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Keep module-qualified canonical name.,v0.3.0,2026-07-09,draft
YF00111,summaryDetail_dividendYield_raw,summary_detail_dividend_yield_raw,quoteSummary,quoteSummary.result[].summaryDetail.dividendYield.raw,summaryDetail,number,DECIMAL,"DECIMAL(18,10)",Equity;ETF;CEF,Dividend/Distribution,Dividend yield raw value from summaryDetail,Decimal fraction,,Daily/infrequent,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,0.005,,quote.dividendYield,Must be >= 0 if present,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,distribution,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Usually decimal fraction; .fmt may show percent.,v0.3.0,2026-07-09,draft
YF00112,summaryDetail_exDividendDate_raw,summary_detail_ex_dividend_date_epoch_s,quoteSummary,quoteSummary.result[].summaryDetail.exDividendDate.raw,summaryDetail,unix seconds,DATETIME,BIGINT + TIMESTAMP,Equity;ETF;CEF,Dividend/Distribution,Ex-dividend date raw timestamp,Unix seconds,,Event-driven,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,1689206400,,quote.exDividendDate,Convert from Unix seconds,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,time,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Prefer raw timestamp to fmt.,v0.3.0,2026-07-09,draft
YF00113,financialData_revenueGrowth_raw,financial_data_revenue_growth_raw,quoteSummary,quoteSummary.result[].financialData.revenueGrowth.raw,financialData,number,DECIMAL,"DECIMAL(18,10)",Equity,Financial Data,Revenue growth raw value,Decimal fraction,,Quarterly/infrequent,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,0.08,,financialData.totalRevenue,Numeric if present,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fundamental,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Estimate/fundamental module; may require crumb/cookie.,v0.3.0,2026-07-09,draft
YF00114,financialData_grossMargins_raw,financial_data_gross_margins_raw,quoteSummary,quoteSummary.result[].financialData.grossMargins.raw,financialData,number,DECIMAL,"DECIMAL(18,10)",Equity,Financial Data,Gross margin raw value,Decimal fraction,,Quarterly/infrequent,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,0.45,,financialData.operatingMargins,Between -1 and >1 possible; soft validation,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fundamental,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings","Margins are decimal fractions, not percent units.",v0.3.0,2026-07-09,draft
YF00115,defaultKeyStatistics_enterpriseValue_raw,default_key_statistics_enterprise_value_raw,quoteSummary,quoteSummary.result[].defaultKeyStatistics.enterpriseValue.raw,defaultKeyStatistics,integer,INTEGER,BIGINT,Equity,Valuation,Enterprise value raw value,Currency units,,Daily/infrequent,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,3100000000000,,marketCap,Must be >= 0 if present,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,valuation,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",May be absent for funds/indices.,v0.3.0,2026-07-09,draft
YF00116,defaultKeyStatistics_sharesOutstanding_raw,default_key_statistics_shares_outstanding_raw,quoteSummary,quoteSummary.result[].defaultKeyStatistics.sharesOutstanding.raw,defaultKeyStatistics,integer,INTEGER,BIGINT,Equity;ETF,Share Count,Shares outstanding raw value,Shares,,Infrequent,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,15700000000,,quote.sharesOutstanding,Must be >= 0 if present,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fundamental,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Use 64-bit integer.,v0.3.0,2026-07-09,draft
YF00117,fundProfile_categoryName,fund_profile_category_name,quoteSummary,quoteSummary.result[].fundProfile.categoryName,fundProfile,string,TEXT,TEXT,ETF;Mutual Fund;CEF,Fund Profile,Fund category name,,,Infrequent,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,Large Blend,,fundProfile.legalType,Store as text,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fund,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Fund-specific module.,v0.3.0,2026-07-09,draft
YF00118,fundProfile_legalType,fund_profile_legal_type,quoteSummary,quoteSummary.result[].fundProfile.legalType,fundProfile,string,TEXT,TEXT,ETF;Mutual Fund;CEF,Fund Profile,Fund legal type,,,Infrequent,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,Exchange Traded Fund,,fundProfile.categoryName,Store as text,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fund,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Can vary by provider/source.,v0.3.0,2026-07-09,draft
YF00119,topHoldings_cashPosition_raw,top_holdings_cash_position_raw,quoteSummary,quoteSummary.result[].topHoldings.cashPosition.raw,topHoldings,number,DECIMAL,"DECIMAL(18,10)",ETF;Mutual Fund;CEF,Holdings,Cash allocation raw value,Decimal fraction,,Periodic,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,0.02,,stockPosition;bondPosition,Soft sum validation with holdings positions,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fund,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Fund allocation can be stale.,v0.3.0,2026-07-09,draft
YF00120,topHoldings_stockPosition_raw,top_holdings_stock_position_raw,quoteSummary,quoteSummary.result[].topHoldings.stockPosition.raw,topHoldings,number,DECIMAL,"DECIMAL(18,10)",ETF;Mutual Fund;CEF,Holdings,Stock allocation raw value,Decimal fraction,,Periodic,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,0.85,,cashPosition;bondPosition,Soft sum validation with holdings positions,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fund,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Fund allocation can be stale.,v0.3.0,2026-07-09,draft
YF00121,topHoldings_bondPosition_raw,top_holdings_bond_position_raw,quoteSummary,quoteSummary.result[].topHoldings.bondPosition.raw,topHoldings,number,DECIMAL,"DECIMAL(18,10)",ETF;Mutual Fund;CEF,Holdings,Bond allocation raw value,Decimal fraction,,Periodic,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,0.10,,cashPosition;stockPosition,Soft sum validation with holdings positions,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,fund,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Fund allocation can be stale.,v0.3.0,2026-07-09,draft
YF00122,assetProfile_sector,asset_profile_sector,quoteSummary,quoteSummary.result[].assetProfile.sector,assetProfile,string,TEXT,TEXT,Equity,Profile,Company sector,,,Infrequent,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,Technology,,assetProfile.industry,Store as text,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,profile,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Equity profile module.,v0.3.0,2026-07-09,draft
YF00123,assetProfile_industry,asset_profile_industry,quoteSummary,quoteSummary.result[].assetProfile.industry,assetProfile,string,TEXT,TEXT,Equity,Profile,Company industry,,,Infrequent,Yes,Conditional,Common,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,Consumer Electronics,,assetProfile.sector,Store as text,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,profile,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Equity profile module.,v0.3.0,2026-07-09,draft
YF00124,calendarEvents_earningsDate_raw,calendar_events_earnings_date_epoch_s,quoteSummary,quoteSummary.result[].calendarEvents.earnings.earningsDate[].raw,calendarEvents,array[unix seconds],ROWS/JSON,BIGINT + TIMESTAMP,Equity,Calendar,Earnings date window raw timestamp(s),Unix seconds,,Event-driven,Yes,Conditional,Variable,Seeded from prior reference,AAPL;SPY;QQQI;PDI;NAC;VTSAX;XNACX,CLOSED;REGULAR,[1690000000],,earningsTimestampStart;earningsTimestampEnd,Convert from Unix seconds,Map,Flatten by module path; preserve raw nested JSON for unknown module fields,time,"https://query1.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=price,summaryDetail,defaultKeyStatistics,financialData,fundProfile,topHoldings",Array; keep all date candidates.,v0.3.0,2026-07-09,draft
YF00125,search_symbol,search_symbol,search,finance.search.quotes[].symbol,quotes[],string,TEXT,VARCHAR(32),All searchable,Search,Search result symbol,,,Per query,No,Common,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,AAPL,,quote.symbol,Must not be blank to use downstream,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,key,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,Discovery result; confirm with quote/chart capture.,v0.3.0,2026-07-09,draft
YF00126,search_shortname,search_short_name,search,finance.search.quotes[].shortname,quotes[],string,TEXT,TEXT,All searchable,Search,Search result short name,,,Per query,Yes,Common,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,Apple Inc.,,search_symbol,Display only,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,display,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,Search names can differ from quote shortName.,v0.3.0,2026-07-09,draft
YF00127,search_longname,search_long_name,search,finance.search.quotes[].longname,quotes[],string,TEXT,TEXT,All searchable,Search,Search result long name,,,Per query,Yes,Conditional,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,Apple Inc.,,search_symbol,Display only,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,display,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,May be missing on some results.,v0.3.0,2026-07-09,draft
YF00128,search_exchange,search_exchange,search,finance.search.quotes[].exchange,quotes[],string enum,TEXT,VARCHAR(32),All searchable,Search,Search result exchange code,,exchange,Per query,Yes,Common,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,NMS,,quote.exchange,Allow new values,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,exchange,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,Discovery metadata only.,v0.3.0,2026-07-09,draft
YF00129,search_quoteType,search_quote_type,search,finance.search.quotes[].quoteType,quotes[],string enum,TEXT,VARCHAR(32),All searchable,Search,Search result quote type,,quoteType,Per query,Yes,Common,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,EQUITY,,quote.quoteType,Warn if unknown enum,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,classification,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,"Use for discovery/routing, then validate with quote.",v0.3.0,2026-07-09,draft
YF00130,search_score,search_score,search,finance.search.quotes[].score,quotes[],number,DECIMAL,"DECIMAL(18,8)",All searchable,Search,Search relevance score,,,Per query,Yes,Conditional,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,120000,,search_symbol,Numeric if present,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,search,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,Do not use as financial field.,v0.3.0,2026-07-09,draft
YF00131,search_typeDisp,search_type_display,search,finance.search.quotes[].typeDisp,quotes[],string,TEXT,TEXT,All searchable,Search,Search result display type,,quoteType,Per query,Yes,Common,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,Equity,,search_quoteType,Display only,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,classification,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,May differ by language/region.,v0.3.0,2026-07-09,draft
YF00132,search_news_title,search_news_title,search,finance.search.news[].title,news[],string,TEXT,TEXT,Search news,Search News,News title returned with search,,,Per query,Yes,Conditional,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,Apple news title,,publisher;link,Text if present,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,news,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,Optional; not part of quote dataset.,v0.3.0,2026-07-09,draft
YF00133,search_news_publisher,search_news_publisher,search,finance.search.news[].publisher,news[],string,TEXT,TEXT,Search news,Search News,News publisher returned with search,,,Per query,Yes,Conditional,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,Reuters,,title;link,Text if present,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,news,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,Optional; not part of quote dataset.,v0.3.0,2026-07-09,draft
YF00134,search_news_providerPublishTime,search_news_provider_publish_time_epoch_s,search,finance.search.news[].providerPublishTime,news[],unix seconds,DATETIME,BIGINT + TIMESTAMP,Search news,Search News,News publication timestamp,Unix seconds,,Per query,Yes,Conditional,Variable,Seeded from prior reference,AAPL;PIMCO;Nuveen,REGULAR;CLOSED,1689278404,,title;publisher,Convert from Unix seconds,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,time,https://query1.finance.yahoo.com/v1/finance/search?q=AAPL,Optional news output.,v0.3.0,2026-07-09,draft
YF00135,screener_symbol,screener_symbol,screener,finance.result[].quotes[].symbol,finance.result[].quotes[],string,TEXT,VARCHAR(32),Screenable,Screener,Screener result symbol,,,Per request,No,Common,Variable,Seeded from prior reference,most_actives;day_gainers;day_losers,REGULAR;CLOSED,AAPL,,quote.symbol,Must not be blank,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,key,https://query1.finance.yahoo.com/v1/finance/screener/predefined/saved?scrIds=most_actives,"Use to build candidate list, then fetch quote/chart.",v0.3.0,2026-07-09,draft
YF00136,screener_regularMarketPrice,screener_regular_market_price,screener,finance.result[].quotes[].regularMarketPrice,finance.result[].quotes[],number,DECIMAL,"DECIMAL(28,10)",Screenable,Screener,Screener quote price,Price/currency units,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,most_actives;day_gainers;day_losers,REGULAR;CLOSED,190.54,,quote.regularMarketPrice,Numeric if present,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,price,https://query1.finance.yahoo.com/v1/finance/screener/predefined/saved?scrIds=most_actives,"Treat as discovery snapshot, not authoritative history.",v0.3.0,2026-07-09,draft
YF00137,screener_regularMarketChangePercent,screener_regular_market_change_percent,screener,finance.result[].quotes[].regularMarketChangePercent,finance.result[].quotes[],number,DECIMAL,"DECIMAL(18,8)",Screenable,Screener,Screener percent change,Percent units,,Intraday/delayed,Yes,Common,Variable,Seeded from prior reference,most_actives;day_gainers;day_losers,REGULAR;CLOSED,0.405,,quote.regularMarketChangePercent,Soft validation only,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,percent,https://query1.finance.yahoo.com/v1/finance/screener/predefined/saved?scrIds=most_actives,"Percent unit, not decimal fraction.",v0.3.0,2026-07-09,draft
YF00138,screener_marketCap,screener_market_cap,screener,finance.result[].quotes[].marketCap,finance.result[].quotes[],integer,INTEGER,BIGINT,Screenable,Screener,Screener market cap,Currency units,,Intraday/daily,Yes,Conditional,Variable,Seeded from prior reference,most_actives;day_gainers;day_losers,REGULAR;CLOSED,2990000000000,,quote.marketCap,Must be >= 0 if present,Map,Discovery rows; do not merge with quote rows until downstream symbol validation,fundamental,https://query1.finance.yahoo.com/v1/finance/screener/predefined/saved?scrIds=most_actives,Discovery snapshot.,v0.3.0,2026-07-09,draft
YF00139,spark_symbol,spark_symbol,spark,spark.result[].symbol,spark.result[],string,TEXT,VARCHAR(32),Most,Spark,Spark result symbol,,,Per request,No,Common,Variable,Seeded from prior reference,AAPL;MSFT,REGULAR;CLOSED,AAPL,,quote.symbol,Must not be blank,Map,Flatten compact arrays by timestamp index,key,"https://query1.finance.yahoo.com/v7/finance/spark?symbols=AAPL,MSFT&range=1d&interval=5m",Compact time-series result.,v0.3.0,2026-07-09,draft
YF00140,spark_timestamp,spark_timestamp_epoch_s,spark,spark.result[].timestamp[],spark.result[],array[unix seconds],ROWS,BIGINT + TIMESTAMP,Most,Spark,Spark timestamp array,Unix seconds,,Per bar,Yes,Common,Variable,Seeded from prior reference,AAPL;MSFT,REGULAR;CLOSED,[1689278400],,spark.close,Array lengths align,Map,Flatten compact arrays by timestamp index,time_series,"https://query1.finance.yahoo.com/v7/finance/spark?symbols=AAPL,MSFT&range=1d&interval=5m",Compact series; often close-only.,v0.3.0,2026-07-09,draft
YF00141,spark_close,spark_close,spark,spark.result[].close[],spark.result[],array[double],ROWS,"DECIMAL(28,10)",Most,Spark,Spark close array,Price/currency units,,Per bar,Yes,Common,Variable,Seeded from prior reference,AAPL;MSFT,REGULAR;CLOSED,[190.54],,spark.timestamp,Array lengths align,Map,Flatten compact arrays by timestamp index,price,"https://query1.finance.yahoo.com/v7/finance/spark?symbols=AAPL,MSFT&range=1d&interval=5m",Less complete than chart.,v0.3.0,2026-07-09,draft
YF00142,spark_previousClose,spark_previous_close,spark,spark.result[].previousClose,spark.result[],number,DECIMAL,"DECIMAL(28,10)",Most,Spark,Spark previous close,Price/currency units,,Daily,Yes,Conditional,Variable,Seeded from prior reference,AAPL;MSFT,REGULAR;CLOSED,189.77,,spark.close,Numeric if present,Map,Flatten compact arrays by timestamp index,price,"https://query1.finance.yahoo.com/v7/finance/spark?symbols=AAPL,MSFT&range=1d&interval=5m",Compact series baseline.,v0.3.0,2026-07-09,draft
YF00143,http_status_code,http_status_code,request,_capture.http_status_code,_capture,integer,INTEGER,INTEGER,All endpoints,Request Diagnostics,HTTP status code returned by the request layer before JSON parsing.,HTTP status,,Per request,No,Common,Stable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,200,,,200-299 expected for successful JSON capture; 429/401/403 are access diagnostics.,Capture,Capture as request/response metadata,diagnostic,https://query1.finance.yahoo.com/v7/finance/quote?symbols=AAPL,Required for distinguishing symbol-not-found from Yahoo rate limit/access failures.,v0.3.1,2026-07-09,draft
YF00144,request_url,request_url,request,_capture.request_url,_capture,string,TEXT,TEXT,All endpoints,Request Diagnostics,"Exact URL requested, after encoding query parameters.",,,Per request,No,Common,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div%2Csplits,,,Must not be blank in capture logs.,Capture,Capture as request/response metadata,diagnostic,"https://query1.finance.yahoo.com/v8/finance/chart/AAPL?range=1mo&interval=1d&events=div,splits","Store encoded final URL, not just template.",v0.3.1,2026-07-09,draft
YF00145,request_timestamp_utc,request_timestamp_utc,request,_capture.request_timestamp_utc,_capture,datetime string,DATETIME,TIMESTAMP,All endpoints,Request Diagnostics,UTC timestamp when the request was sent.,UTC,,Per request,No,Common,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,2026-07-09T18:20:00Z,,,Must be valid ISO-8601 UTC timestamp.,Capture,Capture as request/response metadata,diagnostic,internal:capture-runner,Needed because marketState and access behavior are time-dependent.,v0.3.1,2026-07-09,draft
YF00146,requested_symbol,requested_symbol,request,_capture.requested_symbol,_capture,string,TEXT,VARCHAR(64),Symbol endpoints,Request Diagnostics,Symbol or query token requested by caller before Yahoo normalization.,,,Per request,Yes,Common,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,AAPL,,symbol;search_symbol,Preserve original case and punctuation.,Capture,Capture as request/response metadata,diagnostic,internal:capture-runner,Separate from returned symbol; useful when result is null or empty.,v0.3.1,2026-07-09,draft
YF00147,result_state,result_state,request,_capture.result_state,_capture,string enum,TEXT,VARCHAR(32),All endpoints,Request Diagnostics,Normalized outcome of one endpoint request.,,result_state,Per request,No,Common,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,HTTP_ERROR_429,,http_status_code;yahoo_error_code;result_count,Must be one of result_state enumeration values.,Capture,Capture as request/response metadata,diagnostic,internal:capture-runner,Central routing field for parser and retry logic.,v0.3.1,2026-07-09,draft
YF00148,result_count,result_count,request,_capture.result_count,_capture,integer,INTEGER,INTEGER,Array/object endpoints,Request Diagnostics,Count of returned result objects or top-level rows after JSON parse.,,,Per request,Yes,Common,Variable,User capture anomaly / diagnostic design,AAPL;most_actives,POST;REGULAR;CLOSED,1,len(result array),result_state,"0 with HTTP 200 is an empty result, not a transport failure.",Capture,Capture as request/response metadata,diagnostic,internal:capture-runner,"Count quoteResponse.result[], chart.result[], search.quotes[], or finance.result[] depending endpoint.",v0.3.1,2026-07-09,draft
